,Mean,SD,RMS,Peak-to-Peak,Kurtosis,Skewness,Crest,shape_factor,Status
11,10.364806395348824,14.273438802245877,17.63409512126692,84.49361860465116,0.07206792252723115,-0.12607929685322783,2.9539638247128273,"[0.75568266 0.75069972 0.81580534 0.82031013 0.85931194 0.92671031
 1.00491736 1.03699742 1.15761765 1.31792849 1.47405801 1.70134342]",stable
12,8.662426744186062,14.560707036147978,16.936492593925365,91.90533953488372,0.16344010876882376,-0.006340373639241291,3.1631592526441388,"[0.72578795 0.72100214 0.78353219 0.78785877 0.82531767 0.89004977
 0.96516296 0.99597394 1.11182245 1.26579141 1.41574446 1.63403849
 1.95516719]",stable
13,6.291255087209314,15.094041185878654,16.345870413700894,118.58753488372093,1.2424085455845422,-0.2529593241603696,3.821570022954183,"[0.70047772 0.6958588  0.75620826 0.76038396 0.79653657 0.85901128
 0.93150507 0.96124158 1.07305013 1.22164977 1.36637355 1.57705506
 1.88698513 2.5981891 ]",stable
14,4.575847020348843,11.862198559585108,12.708765353005044,72.63486511627907,-0.03953510404106453,0.022938713384001674,3.2823070226549103,"[0.54461505 0.54102388 0.58794503 0.5911916  0.61929992 0.66787345
 0.7242367  0.74735657 0.83428671 0.94982157 1.06234299 1.22614595
 1.46711375 2.02006836 2.77735801]",stable
15,2.7142311773255803,16.764460474576538,16.97467895999304,123.03456744186047,1.3900393575506902,-0.2527834244877081,3.8546576873942175,"[0.72742437 0.72262776 0.7852988  0.78963514 0.82717849 0.89205655
 0.96733909 0.99821954 1.11432925 1.26864536 1.41893652 1.63772272
 1.95957547 2.69813872 3.70962554 6.25395475]",stable
16,0.7194359738372108,13.583640853726562,13.596054436561896,75.5995534883721,-0.40013529173285134,0.055627029461692075,2.9590735877907353,"[ 0.58263849  0.5787966   0.62899365  0.63246688  0.66253765  0.71450243
  0.77480081  0.79953484  0.89253418  1.01613535  1.13651269  1.3117519
  1.56954337  2.16110367  2.97126507  5.00917333 18.89821323]",stable
17,-1.971655668604648,12.298799027526638,12.449906357257667,63.7408,-0.5347706945675208,-0.06108092173010696,2.2789707230595555,"[ 0.53352203  0.53000401  0.57596945  0.57914989  0.60668569  0.65426984
  0.70948506  0.73213401  0.8172935   0.93047509  1.04070462  1.20117114
  1.43723078  1.97892252  2.72078728  4.58689977 17.30509289 -6.3144425 ]",stable
18,-3.516246729651159,14.182587466456779,14.605250661136385,84.49361860465118,0.18238835124766295,-0.23332101351940054,2.6531130683335964,"[ 0.62588608  0.62175901  0.67568205  0.67941309  0.71171592  0.7675379
  0.83231205  0.85888202  0.95878444  1.09156017  1.22087278  1.40911949
  1.68604608  2.32151621  3.19181358  5.38098994 20.30097353 -7.40760717
 -4.15364785]",stable
19,-6.022045348837215,15.670103700332332,16.780267671916242,99.31706046511628,0.30410537454855424,-0.1844958146297561,2.309223079927414,"[ 0.71909316  0.7143515   0.77630476  0.78059143  0.8177048   0.88183981
  0.95626014  0.98678691  1.10156682  1.25411554  1.40268541  1.61896586
  1.93713242  2.66723689  3.66713913  6.1823281  23.32419879 -8.51074959
 -4.77220996 -2.78647315]",stable
20,-4.211095566860463,24.213971695287725,24.565772458837607,158.61082790697674,0.2454897720661191,-0.14726576748619444,2.3014750186521185,"[  1.05272928   1.04578763   1.13648521   1.14276076   1.19709355
   1.29098513   1.39993411   1.44462432   1.61265841   1.83598484
   2.05348635   2.37011397   2.83589959   3.90474907   5.36857381
   9.0507296   34.14587726 -12.45946382  -6.98636198  -4.07930712
  -5.83358228]",stable
21,-4.370331758720939,24.325850288199913,24.703621475465646,163.05786046511628,0.4971904666189779,0.17632369705568224,3.1887095783441137,"[  1.05863659   1.05165599   1.14286252   1.14917328   1.20381095
   1.2982294    1.40778973   1.45273073   1.62170773   1.84628733
   2.06500934   2.38341369   2.85181303   3.92666028   5.39869916
   9.1015171   34.33748433 -12.52937918  -7.02556543  -4.10219785
  -5.86631699  -5.6525735 ]",stable
22,-4.625109665697678,33.643266800089016,33.94341908514528,223.83397209302328,0.0020588433972204,0.05993917159184622,3.4124811875671917,"[  1.45459424   1.44500271   1.57032285   1.57899401   1.65406759
   1.783801     1.93433975   1.99608984   2.22826864   2.53684687
   2.8373766    3.27487247   3.91846535   5.39533346   7.41795321
  12.50572146  47.18059747 -17.2156932   -9.65330982  -5.63652665
  -8.06047228  -7.76678315  -7.33894362]",stable
23,-4.907392005813958,26.833733025944845,27.265886219451705,174.91661395348837,0.33562131208675083,-0.08122687392182157,3.160887368749913,"[  1.1684386    1.16073396   1.26140045   1.26836577   1.32867047
   1.43288202   1.55380598   1.60340826   1.78991159   2.03778464
   2.27919254   2.63062185   3.14760367   4.3339343    5.95865336
  10.04552834  37.89897532 -13.82892898  -7.75425854  -4.52767866
  -6.47477261  -6.23885959  -5.89518697  -5.55608482]",stable
24,-4.277685247093028,42.03611388580317,42.232781600346534,290.53946046511635,0.7439054831384078,-0.3183312228183091,3.0585808428760033,"[  1.80982241   1.79788853   1.95381325   1.964602     2.05800939
   2.21942515   2.40672714   2.4835573    2.77243676   3.15637324
   3.53029569   4.07463294   4.87539841   6.71293423   9.22950033
  15.55975849  58.70262697 -21.41995799 -12.01075603  -7.01302949
 -10.02892975  -9.66351845  -9.13119572  -8.60595232  -9.87281185]",stable
25,-5.334434520348826,89.8266036617013,89.94106521084665,760.4425674418605,4.2668714114410635,-0.03187797312327713,4.139119571055719,"[  3.85428924   3.82887423   4.16093941   4.18391566   4.38284076
   4.72659992   5.12548771   5.28910909   5.90432138   6.72197191
   7.51829604   8.67754416  10.38289476  14.29620385  19.65561017
  33.13684772 125.01607993 -45.61702464 -25.57871279 -14.93530188
 -21.35811543 -20.57991708 -19.4462557  -18.32767081 -21.02563887
 -16.8604685 ]",stable
26,-5.191121947674419,35.16481118992833,35.52891936325106,197.15177674418607,-0.20455536638682714,0.07484033585097283,2.4674755412223663,"[  1.52253847   1.51249892   1.64367278   1.65274896   1.73132924
   1.86712251   2.02469294   2.08932738   2.33235128   2.65534322
   2.96991072   3.42784207   4.10149724   5.64734999   7.7644465
  13.08986488  49.38440758 -18.01983984 -10.10421682  -5.89980933
  -8.43697769  -8.12957032  -7.68174637  -7.23987799  -8.30564132
  -6.66029721  -6.84416967]",stable
27,-5.217178779069765,35.88578048509731,36.24569752062556,265.3396093023256,0.9098627368672023,-0.08040623214029585,3.7273873240125295,"[  1.55325492   1.54301283   1.67683306   1.68609235   1.76625794
   1.90479077   2.0655401    2.13147852   2.37940529   2.70891344
   3.02982718   3.49699706   4.18424289   5.76128245   7.92109032
  13.35394635  50.38071328 -18.38338108 -10.30806434  -6.01883503
  -8.60718949  -8.29358033  -7.83672175  -7.3859389   -8.47320348
  -6.79466537  -6.98224736  -6.94737502]",stable
28,-4.289266061046506,24.30088826139339,24.664838963310842,143.78738604651164,-0.17699610075946692,0.0007908898077003167,3.0134249800302833,"[  1.05697462   1.05000498   1.14106832   1.14736918   1.20192107
   1.29619129   1.40557963   1.45045007   1.61916179   1.84338883
   2.06176746   2.37967194   2.84733594   3.92049577   5.39022368
   9.08722852  34.2835775  -12.50970915  -7.01453591  -4.09575776
  -5.85710739  -5.64369945  -5.33281171  -5.02605843  -5.76593123
  -4.62370264  -4.75135033  -4.72762004  -5.75036349]",stable
29,-4.895811191860464,29.567106355245727,29.95545060679215,188.25771162790699,0.18494801904241598,-0.053506468343029065,3.0750254203199074,"[  1.28369584   1.27523121   1.38582765   1.39348004   1.45973332
   1.57422452   1.70707667   1.76157182   1.96647223   2.238796
   2.50401688   2.89011193   3.45808992   4.7614427    6.54642746
  11.03644039  41.63740999 -15.19304364  -8.51915491  -4.97429841
  -7.1134578   -6.85427383  -6.47670061  -6.10414872  -7.00272434
  -5.61548754  -5.77051568  -5.74169525  -6.98381732  -6.1185878 ]",stable
30,-3.6074456395348773,24.772143698085678,25.02146060829867,145.26973023255812,0.18705531715668933,-0.04556188009275282,2.378046626912954,"[  1.07225711   1.06518669   1.15756669   1.16395865   1.2192993
   1.31493254   1.42590249   1.4714217    1.64257277   1.87004184
   2.09157794   2.41407892   2.88850473   3.97718107   5.46815934
   9.21861808  34.77927365 -12.69058335  -7.11595702  -4.15497711
  -5.94179358  -5.72530004  -5.40991726  -5.09872873  -5.84929913
  -4.69055539  -4.8200487   -4.79597531  -5.8335063   -5.11078954
  -6.93606033]",stable
31,-3.1934315406976763,31.588488167135925,31.734147913673795,214.93990697674423,0.6468268993251547,0.010773277022372511,3.3697836867839976,"[  1.35991924   1.35095199   1.46811544   1.47622222   1.54640949
   1.66769896   1.80843961   1.86617058   2.08323759   2.37173143
   2.65270061   3.06172124   3.66342468   5.04416805   6.93514179
  11.6917631   44.10975968 -16.09517748  -9.02500602  -5.26966273
  -7.53584131  -7.26126749  -6.8612747   -6.46660138  -7.41853271
  -5.94892444  -6.11315786  -6.08262612  -7.39850302  -6.48189782
  -8.79684716  -9.937319  ]",stable
32,-2.550696366279067,27.47620794208092,27.58098632717359,185.29302325581395,0.9514349076426298,-0.045043188374007115,3.2860111249061466,"[  1.18194174   1.17414807   1.27597792   1.28302373   1.34402534
   1.44944122   1.57176264   1.62193816   1.81059683   2.06133444
   2.30553218   2.66102282   3.18397917   4.38401971   6.02751495
  10.16162019  38.33695746 -13.98874396  -7.84387116  -4.58000309
  -6.54959877  -6.31095941  -5.9633151   -5.6202941   -6.44764276
  -5.1703674   -5.31310699  -5.28657106  -6.43023444  -5.63358864
  -7.64557226  -8.63678647 -10.81312017]",stable
33,-2.1859007267441797,26.66675089430796,26.743210660183404,166.0225488372093,-0.05999378788375109,-0.1596073126354087,2.890091665307478,"[  1.14604012   1.13848318   1.23721994   1.24405173   1.30320042
   1.40541428   1.52402017   1.5726716    1.75559974   1.99872117
   2.23550137   2.58019394   3.08726543   4.25085461   5.84442848
   9.85295979  37.17246792 -13.56383424  -7.60561266  -4.44088497
  -6.35065394  -6.11926328  -5.78217871  -5.44957701  -6.25179486
  -5.01331689  -5.15172075  -5.12599085  -6.23491532  -5.46246773
  -7.41333712  -8.37444308 -10.48467039 -12.23441226]",stable
34,-2.1352346656976713,23.380446656259878,23.46637338058124,152.6814511627907,0.06034176781832867,-0.18518900814535857,2.5988056695847215,"[  1.00561618   0.99898519   1.08562376   1.09161846   1.14351968
   1.2332093    1.33728245   1.37997263   1.54048665   1.75381848
   1.96158609   2.26404358   2.70898376   3.72999871   5.12831248
   8.6456797   32.617737   -11.90186185  -6.67369931  -3.89674471
  -5.57251029  -5.36947186  -5.07369016  -4.78184204  -5.48576439
  -4.39903673  -4.52048201  -4.49790478  -5.47095308  -4.79315326
  -6.50498323  -7.34832517  -9.19998699 -10.73533354 -10.99006763]",stable
35,-2.6404476744185996,33.52412506344163,33.61162594789569,211.97521860465116,-0.010634173081697451,-0.07674522705263571,2.9610436929632313,"[  1.44037574   1.43087797   1.55497312   1.56355951   1.63789926
   1.76636454   1.91543179   1.97657828   2.20648756   2.51204947
   2.80964156   3.24286095   3.88016279   5.34259468   7.34544354
  12.38347943  46.71941239 -17.04741172  -9.55894979  -5.58143023
  -7.98168206  -7.69086372  -7.26720627  -6.84918301  -7.85743317
  -6.30087891  -6.47482881  -6.44249074  -7.83621847  -6.86538443
  -9.31729243 -10.52523767 -13.17743123 -15.37655646 -15.74142013
 -12.7295179 ]",stable
36,-2.837321511627905,23.74406967395139,23.90147842311581,155.64613953488373,0.3594877883957852,0.009188373281475887,2.7375535348016493,"[  1.02426195   1.01750802   1.10575301   1.11185886   1.16472241
   1.25607503   1.36207786   1.40555959   1.5690498    1.78633715
   1.99795711   2.30602266   2.75921276   3.79915901   5.2233998
   8.80598477  33.22252333 -12.12254188  -6.79744064  -3.96899675
  -5.67583377  -5.46903067  -5.16776469  -4.87050523  -5.58747945
  -4.48060208  -4.60429916  -4.58130331  -5.57239352  -4.88202618
  -6.62559628  -7.48457517  -9.37056983 -10.93438422 -11.1938415
  -9.05205532  -8.42395841]",stable
37,-3.9128896075581356,26.259745592370326,26.536984216647305,157.12848372093023,0.7225217277293425,-0.11663382722661329,2.5773940459056535,"[  1.1372026    1.12970393   1.22767929   1.23445841   1.29315097
   1.39457663   1.51226791   1.56054416   1.74206168   1.98330831
   2.21826263   2.56029714   3.06345843   4.21807475   5.79936001
   9.7769801   36.88581775 -13.45923867  -7.54696307  -4.40663972
  -6.30168178  -6.07207546  -5.73759027  -5.40755338  -6.20358504
  -4.97465741  -5.11199399  -5.0864625   -6.18683566  -5.42034469
  -7.35617023  -8.30986476 -10.40381935 -12.14006834 -12.42813478
 -10.05018371  -9.35282946  -6.78194043]",stable
38,-3.3845149709302302,26.94080150334711,27.13950868276901,170.46958139534883,-0.04710703411261852,0.0619297650678719,3.44870341512462,"[  1.16302288   1.15535396   1.25555386   1.26248689   1.32251208
   1.42624061   1.54660408   1.59597645   1.78161534   2.0283395
   2.26862847   2.61842891   3.13301451   4.31384649   5.93103497
   9.99896726  37.72331336 -13.76483182  -7.7183175   -4.50669284
  -6.444762    -6.20994244  -5.86786274  -5.53033233  -6.34443796
  -5.08760743  -5.22806225  -5.20195106  -6.32730828  -5.54341408
  -7.52319269  -8.49854094 -10.64003895 -12.41570962 -12.71031663
 -10.27837398  -9.56518624  -6.93592496  -8.0187291 ]",stable
39,-2.992214898255816,26.558543313033276,26.713680923286724,201.5988093023256,1.0722352141739178,-0.02763698972910774,3.4481871801023973,"[  1.14477467   1.13722608   1.23585381   1.24267806   1.30176143
   1.40386243   1.52233735   1.57093506   1.75366121   1.99651419
   2.23303294   2.5773449    3.08385649   4.24616083   5.83797509
   9.8420802   37.13142225 -13.54885711  -7.59721458  -4.43598136
  -6.34364158  -6.11250642  -5.77579406  -5.44355961  -6.24489166
  -5.0077812   -5.14603224  -5.12033075  -6.22803075  -5.4564361
  -7.40515134  -8.36519605 -10.47309326 -12.22090308 -12.51088761
 -10.11710294  -9.41510534  -6.82709803  -7.89291262  -8.92772806]",stable
40,4.365944767441871,242.97899881386556,242.89956827085442,1048.0173395348838,-1.0479749020299873,-0.30435750340052936,1.8682855499452298,"[  10.40909612   10.34045901   11.23725168   11.29930256   11.83653014
   12.76490418   13.84216151   14.28404602   15.94552066   18.15371066
   20.30430548   23.43503188   28.04059133   38.60907957   53.08297397
   89.49111273  337.62499667 -123.1957345   -69.07921626  -40.3350613
  -57.68084918  -55.57920581  -52.5175803   -49.49667114  -56.7829455
  -45.53426747  -46.79134313  -46.55764706  -56.62963426  -49.61375322
  -67.33284228  -76.06224376  -95.22872714 -111.12104283 -113.75778605
  -91.99181284  -85.60875716  -62.07677513  -71.76791072  -81.17718029
   55.63505294]",stable
41,12.012177180232566,231.67765663222292,231.8758556719004,1027.2645209302327,-1.0353110854939045,-0.3834693887337723,1.925142362341416,"[   9.93669148    9.87116938   10.72726216   10.78649694   11.29934307
   12.18558394   13.21395121   13.63578131   15.22185187   17.32982575
   19.38281834   22.37146039   26.76800191   36.85685169   50.67386533
   85.42966333  322.30228138 -117.60464028  -65.94413689  -38.50450175
  -55.06307135  -53.05680861  -50.13413139  -47.25032266  -54.20591799
  -43.46774804  -44.66777279  -44.44468275  -54.05956459  -47.3620911
  -64.27702004  -72.61024785  -90.90688282 -106.07794436 -108.59502208
  -87.81687209  -81.72350392  -59.25949335  -68.5108081   -77.49304898
   53.11012118   19.30339956]",stable
42,6.638679505813954,245.9418027134165,245.91131061812885,1113.2404837209303,-0.9002706137815553,-0.35701759406452344,2.152830244554501,"[  10.53815981   10.46867167   11.37658378   11.43940404   11.98329277
   12.92317783   14.01379222   14.4611557    16.14323118   18.37880081
   20.55606112   23.72560579   28.38827016   39.08779841   53.74115645
   90.60072431  341.81125154 -124.72325393  -69.93573817  -40.8351808
  -58.39604129  -56.26833938  -53.1687524   -50.1103866   -57.4870044
  -46.09885259  -47.37151489  -47.1349212   -57.33179223  -50.22892039
  -68.16771067  -77.0053491   -96.40948012 -112.49884664 -115.16828317
  -93.13243091  -86.67023092  -62.84647288  -72.65777009  -82.18370638
   56.32487897   20.47183512   37.0422025 ]",stable
43,6.469310101744192,242.8897195487476,242.8572731561865,1181.4283162790698,-0.8261384022889069,-0.336094721411051,2.2897708398790684,"[  10.40728363   10.33865847   11.23529498   11.29733506   11.83446909
   12.76268147   13.83975123   14.2815588    15.94274413   18.15054963
   20.30076997   23.43095123   28.03570874   38.60235673   53.07373085
   89.47553001  337.5662074  -123.17428293  -69.06718778  -40.32803792
  -57.67080545  -55.56952803  -52.50843563  -49.48805249  -56.77305812
  -45.52633878  -46.78319554  -46.54954017  -56.61977357  -49.60511418
  -67.32111788  -76.04899935  -95.21214534 -111.10169377 -113.73797787
  -91.97579468  -85.59385045  -62.06596595  -71.75541407  -81.16304524
   55.62536543   20.21758999   36.58216562   37.53990292]",stable
44,11.780560901162799,240.79652454934984,240.9670596984736,1070.2525023255814,-1.0695606905541326,-0.3416099099588157,2.19700280876232,"[  10.32628137   10.25819034   11.14784812   11.20940533   11.74235872
   12.66334662   13.7320333    14.17040217   15.81865813   18.00927977
   20.14276445   23.2485828    27.81750043   38.3019058    52.66064591
   88.77912158  334.93885274 -122.21558943  -68.52962213  -40.01415561
  -57.22194044  -55.13701774  -52.09975052  -49.10287571  -56.33118048
  -45.17199692  -46.41907128  -46.1872345   -56.17908898  -49.21902628
  -66.79714229  -75.45709267  -94.47108754 -110.23696399 -112.85272929
  -91.25992612  -84.92765403  -61.58289241  -71.19692534  -80.53133478
   55.19242055   20.06023189   36.29743829   37.2477213    20.45463384]",stable
45,10.030410392441855,239.0904964006883,239.1841343479353,1010.958734883721,-1.0415744674762812,-0.37871827384595125,1.8539245731951466,"[  10.24987678   10.18228956   11.06536473   11.12646647   11.65547652
   12.56964999   13.63042941   14.06555477   15.70161521   17.87602835
   19.9937273    23.07656556   27.61167758   38.01850839   52.27100759
   88.12224115  332.46062617 -121.31131118  -68.02256859  -39.7180892
  -56.79855291  -54.72905664  -51.71426228  -48.73956147  -55.91438372
  -44.83776742  -46.07561463  -45.84549322  -55.76341755  -48.85485264
  -66.30290744  -74.89878249  -93.77209201 -109.42131608 -112.01772723
  -90.58469011  -84.29927076  -61.12723801  -70.67013631  -79.93548006
   54.78404952   19.91180539   36.02887203   36.97212386   20.30328915
   23.84589713]",stable
46,9.51072136627907,229.69776604431328,229.78249078282803,959.076688372093,-1.162476609899708,-0.35930815593330334,1.891072194358165,"[   9.84698347    9.78205291   10.63041692   10.68911693   11.19733311
   12.07557303   13.09465625   13.51267808   15.08442967   17.17337286
   19.20783112   22.16949184   26.52634159   36.52410967   50.21638393
   84.65840814  319.39255075 -116.54291083  -65.34879616  -38.15688482
  -54.5659644   -52.5778141   -49.68152269  -46.82374885  -53.71654937
  -43.07532315  -44.26451413  -44.04343813  -53.57151725  -46.93450825
  -63.69672997  -71.95472577  -90.08617953 -105.12027741 -107.61463106
  -87.02406528  -80.98570777  -58.72450128  -67.89229557  -76.79344519
   52.63064538   19.12912933   34.61268021   35.51885551   19.50522498
   22.90858318   24.16036407]",stable
47,8.009558357558143,228.3985345168233,228.42745093794312,953.1473116279071,-1.0133972346415447,-0.3266897349840353,1.8114392940344486,"[   9.78891527    9.72436761   10.56772877   10.62608262   11.13130182
   12.00436272   13.01743635   13.43299309   14.99547597   17.07210054
   19.09456149   22.03875714   26.36991431   36.30872501   49.92025518
   84.1591729   317.5090755  -115.85565095  -64.96343075  -37.9318716
  -54.24418594  -52.26775987  -49.38854805  -46.54762666  -53.39977996
  -42.82130563  -44.00348388  -43.78371158  -53.2556031   -46.6577329
  -63.32110689  -71.53040484  -89.55493643 -104.50037742 -106.98002173
  -86.51087963  -80.50813064  -58.37819971  -67.49193102  -76.34059007
   52.3202796    19.01632381   34.40856736   35.30939889   19.39020161
   22.77349002   24.01788909   28.51935659]",stable
48,10.945294694767442,235.7294195409417,235.8683801132469,966.4884093023256,-1.0091864889780766,-0.3591807591742085,1.8548478911493125,"[  10.10778511   10.04113484   10.91196814   10.97222284   11.49389935
   12.39539984   13.44147392   13.87056725   15.48394736   17.62821711
   19.71655889   22.75666048   27.22890329   37.49146662   51.54638673
   86.90062294  327.85180154 -119.62960058  -67.07958748  -39.16748653
  -56.01116773  -53.97036041  -50.99735945  -48.06389623  -55.13925558
  -44.21619184  -45.43687906  -45.20994777  -54.99038221  -48.17758914
  -65.3837656   -73.86047802  -92.47215123 -107.90443373 -110.46485143
  -89.32893554  -83.1306495   -60.27984527  -69.69045259  -78.82735303
   54.02459094   19.63577265   35.52941212   36.45958787   20.02182936
   23.51532698   24.80026183   29.44836277   21.54975144]",stable
49,6.753040043604661,225.62387281367177,225.61476572634922,1104.3464186046513,-0.9389673360219049,-0.32716731656173664,2.0902616112144536,"[   9.66838187    9.604629     10.43760565   10.49524097   10.99423928
   11.85654995   12.85714935   13.26758923   14.81083287   16.86188743
   18.85944531   21.76738833   26.04521486   35.86164646   49.3055744
   83.12289963  313.59950563 -114.4290909   -64.16351953  -37.46480683
  -53.5762635   -51.62417367  -48.78041431  -45.97447391  -52.74225491
  -42.29403602  -43.46165781  -43.24459162  -52.59985334  -46.08322439
  -62.54141802  -70.6496328   -88.45222376 -103.21363773 -105.66274956
  -85.4456492   -79.51681359  -57.65937411  -66.66088573  -75.40058899
   51.67604671   18.78217099   33.98488593   34.8746253    19.15144513
   22.49307425   23.72215072   28.16819051   20.61294575   33.40936293]",stable
50,9.422417659883731,236.34703861665324,236.41944486800085,1135.475646511628,-0.8139903292921584,-0.33606787508265995,2.170293231238697,"[  10.13140016   10.06459417   10.93746203   10.9978575    11.52075281
   12.4243595    13.47287755   13.90297337   15.52012286   17.66940233
   19.76262314   22.8098274    27.29251881   37.5790588    51.66681574
   87.10365088  328.61776929 -119.90909398  -67.23630708  -39.25899444
  -56.14202792  -54.09645261  -51.11650576  -48.17618902  -55.26807869
  -44.31949515  -45.54303429  -45.31557282  -55.11885752  -48.29014756
  -65.53652321  -74.03303996  -92.68819605 -108.15653336 -110.72293302
  -89.5376368   -83.32486956  -60.42067847  -69.853272    -79.01151919
   54.15080984   19.68164816   35.61242031   36.54476925   20.06860682
   23.57026638   24.85820326   29.51716366   21.60009862   35.00933555
   25.09116592]",stable
51,12.291564316860493,230.6954967235235,230.91020268292914,1165.1225302325581,-0.9383656628827892,-0.35656853358120943,2.3183673891448486,"[   9.89530987    9.83006064   10.6825882    10.74157629   11.25228667
   12.13483676   13.15892137   13.57899475   15.15846008   17.25765524
   19.30209809   22.27829386   26.65652588   36.70336038   50.46283271
   85.07388929  320.9600452  -117.11487272  -65.66951083  -38.34414876
  -54.83375977  -52.83585216  -49.9253465   -47.05354747  -53.98017604
  -43.28672548  -44.48175269  -44.25959172  -53.83443214  -47.16485045
  -64.00933673  -72.3078606   -90.52829876 -105.63618002 -108.14277531
  -87.45115645  -81.38316428  -59.01270566  -68.22549307  -77.17032718
   52.88894271   19.22301005   34.78255013   35.6931727    19.60095148
   23.02101247   24.27893677   28.8293302    21.09675519   34.19351895
   24.50647074   18.78607122]",stable
52,9.14303052325582,225.15620611711293,225.23189164624037,1034.676241860465,-0.9524415116973146,-0.34142272324901624,2.1793732430685666,"[   9.65197438    9.5883297    10.41989276   10.47743027   10.97558177
   11.83642908   12.83533044   13.24507379   14.7856985    16.83327237
   18.82744034   21.73044851   26.00101545   35.80078832   49.22190157
   82.98183792  313.06731917 -114.23490178  -64.05463239  -37.40122809
  -53.4853432   -51.53656612  -48.69763269  -45.89645404  -52.65274994
  -42.22226194  -43.38790225  -43.17120444  -52.51059003  -46.00501997
  -62.43528362  -70.52973855  -88.30211805 -103.03848152 -105.48343714
  -85.30064573  -79.3818715   -57.56152466  -66.54776049  -75.27263225
   51.58835112   18.75029716   33.9272127    34.81544216   19.11894464
   22.45490292   23.68189362   28.12038836   20.57796505   33.35266638
   23.9038323    18.32410309   24.634271  ]",stable
53,8.695721584302323,231.180607635414,231.2312631372505,987.2412279069767,-1.038798943354237,-0.384036386799276,1.9112770219902158,"[   9.90906843    9.84372848   10.69744141   10.75651152   11.26793199
   12.15170919   13.1772177    13.59787515   15.17953659   17.2816505
   19.32893597   22.30926988   26.69358945   36.75439319   50.53299687
   85.1921771   321.40631209 -117.27771072  -65.76081854  -38.39746295
  -54.91000132  -52.90931579  -49.99476334  -47.11897131  -54.05523076
  -43.34691189  -44.54360068  -44.32113081  -53.90928421  -47.23042905
  -64.09833612  -72.40839836  -90.65417044 -105.7830579  -108.29313839
  -87.57274964  -81.49632045  -59.09475767  -68.32035465  -77.27762577
   52.96248016   19.24973797   34.83091222   35.74280093   19.62820489
   23.05302117   24.31269451   28.86941487   21.12608839   34.24106205
   24.54054485   18.81219161   25.29043981   26.591383  ]",stable
