,RMS,Skewness,Kurtosis,Peak-to-Peak,Crest,Status
0,34.64613153048502,-0.211578641829598,0.025481480967848302,111.70727441860464,0.590158441174109,stable
1,32.347574591295405,0.5513635633968824,2.887899826765217,164.62124651162793,2.3133268127015483,stable
2,26.323958641907602,0.15564130264092665,-0.32028125705079136,99.94861395348839,1.2792604812252388,stable
3,19.785414122341294,-0.2990771937476798,0.21841735998479805,92.5994511627907,1.627732795620124,stable
4,22.09365856737241,0.11194992969690684,0.12841889866149447,117.58660465116282,2.4555849656368505,stable
5,17.713102114002446,-0.1564714399952081,0.09400027352949625,99.94861395348838,2.5649860861582345,stable
6,18.60585376028863,-0.08303740598517889,0.21084181584631922,108.76760930232561,2.362913762162922,stable
7,17.240254542694835,-0.10561555870873034,-0.19387624928973635,83.78045581395351,2.123800726120589,stable
8,23.103965130433718,0.09633666137112229,0.006784326623347603,126.40560000000002,2.5390599906636395,stable
9,20.819798804284964,-0.2590987131488157,-0.36461191922734937,95.53911627906979,1.4056669135322366,stable
10,22.545851045093496,-0.010077913513129902,-0.4892359534012485,107.29777674418607,1.9499830731182068,stable
11,19.00577209430007,-0.09338287259303867,0.1589784806440857,104.35811162790698,2.3905295843646432,stable
12,18.11754602205809,0.06175979696694369,0.23021564209880596,101.4184465116279,2.4265994883330557,stable
13,19.257494863307386,-0.20090608647188263,1.0112000463183133,127.87543255813955,3.198859407306694,stable
14,14.762753984953434,-0.06052412683258385,0.034171935618400706,85.25028837209302,2.3806555737472985,stable
15,20.439188677953005,-0.17163010144324323,1.48391841012677,149.9229209302326,3.44539184324126,stable
16,16.453703877042987,0.019460090858563317,-0.7298472306781587,76.43129302325582,2.3146580222314714,stable
17,15.228511161734584,-0.026856471458253112,-0.41831084734046,80.84079069767444,2.500881226663567,stable
18,17.914477073040118,-0.14600420105296572,0.03071805850159537,97.00894883720932,2.2900117387426353,stable
19,20.600471227451497,-0.171200938393152,0.25955909514747777,120.52626976744189,2.1341272935733513,stable
20,101.43646478308872,-0.18573318873607614,0.16081519644467157,163.15141395348843,-0.3345650673748296,stable
21,99.59112805831263,0.27949343440245644,0.36115408212353994,171.9704093023256,-0.0013148644840394763,stable
22,103.4180929978727,-0.0030668277345329044,-0.07238460813488468,233.7033767441861,0.22613424223075082,stable
23,101.64783089653433,-0.18114210111663295,0.2754292432357466,201.36706046511634,0.04209188528149083,stable
24,105.85917141889368,-0.27781703773353394,0.37148656716280337,289.5570139534884,0.3597675776595138,stable
25,140.91986991715333,0.0543096937924256,4.014212861186793,862.791711627907,2.335451660433202,stable
26,99.89321298666516,0.0036192199163806306,-0.11947093496235661,223.41454883720934,0.1752575709302908,stable
27,96.28988122513682,-0.20488899374820543,0.8697157588657047,286.6173488372093,0.4413152743379223,stable
28,91.3490372134531,0.008114071254659728,-0.16802815423689,145.513423255814,-0.06579466246287159,stable
29,95.83915531419693,-0.026988049176373274,0.03674758817965307,192.5480651162791,0.07531591790249344,stable
30,94.18332837804408,-0.14195468501734454,0.07110881145092396,164.62124651162793,-0.1886633212149891,stable
31,97.20756571651623,-0.07694861836364679,0.32533140339243216,226.3542139534884,0.24058180986883573,stable
32,96.89644468120781,-0.14618637204722917,1.1233911094796856,219.00505116279075,0.13517053416291822,stable
33,99.1652953740257,-0.2049354494222524,-0.27860189942333324,164.62124651162793,-0.16436301546088478,stable
34,97.56461719100204,-0.06471776078779276,-0.011467931520436014,161.68158139534884,-0.25745093916996303,stable
35,99.16167904268737,-0.07317666920092208,0.04347520935289406,236.64304186046513,0.3247763425627013,stable
36,93.23159872961027,-0.041375370397428106,0.17515219309179253,167.56091162790702,-0.1748238494119871,stable
37,90.76451984145288,-0.21395680200275308,0.8123807145480013,179.31957209302328,-0.050024464620747645,stable
38,88.4251094633026,0.06291961038712424,-0.14368102576951403,176.3799069767442,0.16474253560558685,stable
39,86.52802008105895,-0.03075486184207694,0.9425640186685293,219.00505116279075,0.32123547657051266,stable
40,300.2542569072196,-0.29068576983156996,-1.0580462930996506,1247.8878418604652,1.7667646417918528,stable
41,293.34189698777794,-0.36272700905990735,-1.078136142229075,1230.249851162791,1.823428933330541,stable
42,306.39554918620894,-0.35227328509283695,-0.8913490150931294,1372.8236093023256,1.9999938952590985,stable
43,302.19158071556126,-0.3402282896470532,-0.7878524883227485,1399.2805953488376,2.173734301583528,stable
44,297.39459716423517,-0.3648958751841819,-1.063296432731827,1247.8878418604654,1.9468513705043067,stable
45,299.903366520161,-0.3749076928278164,-1.0807982452354785,1178.8057116279072,1.7198215713763727,stable
46,288.2190553904118,-0.3564294327513849,-1.1648471802883449,1158.2280558139537,1.8711379067892848,stable
47,283.25235466472645,-0.3211365460865978,-1.0170020054002082,1159.697888372093,1.8261105445713013,stable
