,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,Status
0,673983.6221910217,83982.8963027632,3599.127976755979,28943.20496519789,176.99034065600284,459.40262406909477,987.5349842918204,946.8148401249788,202.0916902862937,222.2560968574928,236.1689921031832,145.95938797136088,213.4742357074722,241.54331851888946,196.46510769647733,294.021328974782,stable
1,722095.741073284,111871.55979158857,2863.645588452893,26339.550607328616,230.5683935033715,634.1020110912548,952.0465553228161,924.2967682009114,171.07220809345765,144.82981159394603,136.55582976548126,212.92678185043218,160.66785812407488,271.76233939526,232.13500816890536,151.6947059874758,stable
2,632253.5383668313,42321.56674886655,1335.1203176413478,14783.479300412006,192.33926794226414,441.3908102036828,835.2622407492039,789.3458863735773,206.74518716601088,151.13813794017335,177.47666663808437,262.51188975483143,139.8602956972348,213.98421053729675,203.3923119676596,236.82109241923055,stable
3,555119.3802154893,71547.32966512756,1418.7610310344537,17371.98817561101,161.06813113718133,299.33106104187584,507.2808969212296,532.477961172206,251.2181393782874,185.00042302401266,193.24796969387273,175.44008375243033,124.05913670051065,178.09070908653146,174.5020479096358,253.92271130655976,stable
4,564611.9439244935,131917.25687058998,1224.6444570611472,12992.962405635528,164.83321762597666,468.99475836052545,1061.3771909083302,606.9359470724481,205.5464201601824,239.46714958897795,165.6565824254465,194.30466010261983,215.85198708099716,270.70510587202426,193.20115476538274,214.68957655065935,stable
5,482933.678150272,64025.253981770074,1667.0626437039127,9964.01842322145,184.6630134320504,273.5277058549601,472.17316487410864,560.5711573659374,154.71478107566617,234.69038560696734,262.6616383529767,138.35163594346943,269.11249473200985,218.62055494365583,192.4211646281536,171.90503525511176,stable
6,435455.29616216774,86094.69916148165,1148.1177757173753,8575.185667137219,221.96503387459728,428.2999379176132,325.0237741708356,485.27276815464774,240.6426504343416,245.01501286897067,160.70459122990445,286.08595889794327,161.41041431478814,249.31113830156897,225.34564472120474,174.52624840117613,stable
7,384414.4198223217,61563.302911627674,1915.6200602723475,13966.805724598273,257.56538582562695,483.8202017148359,431.2142623943009,552.6325166676143,254.85935865505766,283.63057957382904,226.27208584049743,140.5637960055161,198.5696596751179,266.18170882518393,216.36706828825928,186.70008050785748,stable
8,374169.2812816025,143826.05048833112,2968.6077176134168,32323.43166554387,182.34028854476398,601.2822127178025,648.8229578242018,961.0630860525023,205.18400318140615,238.21943083080077,165.66178952939094,203.12958149745654,158.12457483349434,192.64034347781288,181.67151057989187,230.34307434008693,stable
9,322669.17441181955,59739.29089862738,2668.8465980065957,21311.210190269423,193.53391093595232,468.0146263299386,665.6406046529166,799.1396527605119,217.17807574642757,200.18292261621517,205.68189416528026,169.77858468084287,170.89962007590395,226.08235381071594,238.6250050657334,218.11975552567978,stable
10,300060.6376580431,93249.25527529787,2743.557240187825,27589.139003144894,187.24600404733914,437.1338642368059,522.3785142319484,589.8215980318984,170.42582985348105,214.7464500102534,166.38815430961816,184.0713610287711,290.8971615014234,180.73553411661146,228.77691704804352,164.22852031862155,stable
11,228625.49415275882,54944.672237337254,3631.9357702847997,31268.498024492084,230.23227491439172,460.01964540511767,752.8225166720803,846.9920090993415,224.2495417740221,175.5513170462305,232.59564039871182,228.7288436351492,212.99420742150463,269.8606083434925,191.7817384768885,170.60907412661447,stable
12,174680.37125730296,90391.17524126056,2147.16544967683,23289.165884550504,203.27209005530602,465.87678545736975,1023.2175246848838,592.736996248579,232.8968357407583,283.937202302991,191.842852652157,190.10732927861113,173.64615132251689,292.29750074953466,267.9726929449358,229.26717342385078,stable
13,158024.38811051508,96909.82137750345,2404.084350023223,14322.91233767091,172.51966060394733,524.5528286635215,610.6581085136737,669.7889702263182,201.6877928561008,225.33126412678493,213.67237050896296,164.672890606855,224.35931165797365,224.87231603641,286.14220543063163,236.72878164074763,stable
14,93459.92770407355,56279.657408565305,1038.7449273175114,11720.762759525154,221.6983990192417,437.8716847708106,336.24286078661555,453.4908193047074,226.2305674514339,186.24987392946815,265.9246096345526,201.03724608857425,168.76493094922273,195.44466376934884,176.47611867799648,257.1662137250895,stable
15,155316.17182664137,119107.23874875654,2314.6959122541734,21368.695237491043,194.60718303573412,505.27776772043967,770.964939383003,791.8611328719985,239.19476084241563,196.6646230875937,191.14790025023504,206.41131103921487,194.3386260897084,196.64879701285955,240.1691739780781,176.07897635209193,stable
16,98968.16208122007,55089.37116715564,2413.9674893145175,29845.997542462846,223.64482139802774,344.8623595628403,593.7686522300588,812.0624748569534,194.16592078004123,320.69409732100837,140.34573143286556,166.22229219415144,122.98237444308766,213.1182070130006,273.3491752971221,237.39935464168047,stable
17,76616.77937963042,65835.72932111342,1198.2113631917664,12812.225188257304,192.70885318853692,471.43441387575405,505.3925959857735,470.40373884487025,178.52508281899676,208.55742422053163,173.5120493813559,200.38363754199568,201.47859915179743,185.00141507880505,195.89251234982748,227.8702030180625,stable
18,109597.42592431106,93466.25718979935,1433.7428529211868,12309.761027467888,192.56810982717795,522.6510265776856,445.37212150353247,603.2037590952331,232.99999708461252,188.71076656101118,249.2602480891002,207.61300729393852,211.8047955684926,302.1176348684641,300.52006292894976,207.4529813859237,stable
19,187634.11585572214,85141.43061886683,975.6061288329005,17560.884054185044,173.5925700696789,472.61983537850085,451.85047287728366,489.67417289778234,196.28811524096284,111.05589862929101,150.23861934386474,228.14335046515518,201.52564866593514,343.22761220465566,195.60685234096206,176.79662335127483,stable
20,174372.7183909779,329308.04981238156,38246.167976162746,70881.5240073716,763.084327918123,1849.3195885581836,2221.383170972905,2340.9310353036312,233.97493304753147,267.0361244979182,300.79990930034677,238.45708651863256,460.3341530774516,554.1588309785889,310.67291230187146,379.64801806189814,stable
21,269782.5648395032,279374.6966052214,20733.56648765002,49222.32965772863,305.1840395039872,1248.5241204902718,1804.2267912370621,1454.2843844286615,223.93078745614363,254.39055364992822,320.8728425996871,234.52348255014064,334.60564234145164,441.629114399047,317.2701633274617,504.2162287557361,stable
22,449294.4468135507,630921.6449660802,18387.506226430804,79396.47291971534,624.8001523100636,1672.705505759083,2686.0274421305435,2992.020482961743,231.06747811559651,221.82918061518185,212.28185537552247,256.65096807095136,494.43915884026086,367.894940460756,306.2595936167651,416.6534566418589,stable
23,278632.32508099725,390751.09959954774,17941.641630226517,65618.82748958272,678.0336088194709,1679.2039432681406,2391.9305645583863,2607.906284822003,211.07426505545328,191.7397493605846,228.62229376591063,202.4474696271364,443.9080778323926,612.5280006045892,256.8042211493673,345.5205109062178,stable
24,1069182.7571550654,623785.1355266828,43544.88974521275,92299.56463673132,1044.643844290513,1672.6631893944204,2434.1629381402963,4787.415169674156,238.86822414089082,213.22577895181064,303.04594501396446,188.3158154359825,358.85706463060194,665.9192481858502,320.7221090949382,498.74735433574716,stable
25,1476457.8415141357,6536848.313718361,68153.36607696443,191395.37481672224,1274.0886194530603,2121.0591571981586,10990.636348460488,6357.883654919412,212.82330507648962,295.0309209195234,241.74337512266703,192.96508039242556,614.4417403510363,879.2472380660977,448.39971130133523,401.4785713517171,stable
