,0,1,2,3,4,5,6,7,Status
0,394578.77188037965,25994.45413417428,316.3512346443316,1442.1431273547157,208.586337599722,179.9285803876009,218.63170609768608,251.43760974581386,stable
1,369783.69916189654,6289.24382349305,310.4515982411615,534.3992790625433,215.01623661835103,201.21979424639056,225.39387392815783,231.5238219062775,stable
2,374601.4585318525,7239.808176483083,220.85287536691152,615.3147385478809,148.52611515358697,163.31626962723394,197.77006509619707,178.37154072831734,stable
3,459496.7483900037,21768.21172939068,641.8270210865717,1241.19796940053,157.37981943207294,185.9845597207568,232.17243885950396,205.25482461695265,stable
4,303440.6089266888,8370.459908083682,346.9933209761008,1178.308986397638,152.66986464753472,283.00002086436905,159.61889193009432,265.818788410485,stable
5,362396.6170153763,7668.099893024063,290.82486429229556,461.7310810046416,202.5087220552633,154.7286190905531,196.6751740745762,170.09251457155105,stable
6,290642.16867093294,3032.3779110444866,216.44482696232197,340.28617513420494,214.00665097855835,189.9116225593279,178.7677148668821,199.08613307545292,stable
7,335040.1133257221,15723.972756363251,234.38122165382893,723.9414829700604,213.4139224727872,173.82195110006032,121.1631976540847,227.40403027361936,stable
8,324312.9418731922,4617.02763253787,274.04222484148,940.3443354261752,271.7219018735927,181.7797877550597,243.43926804093167,184.79767631049575,stable
9,372188.0124190487,8776.520876996447,309.0930347846379,964.2627337523305,181.35050058316753,166.752350358701,234.3119965090032,226.79338600443114,stable
10,249608.20159716654,5770.5334453884825,273.6068155429521,582.3926290346905,228.81676814729397,204.1994224177079,299.2479696139001,166.94362138122705,stable
11,296381.8849069081,5960.939386373255,186.45500793255786,435.1137787637141,156.17432529749516,185.1840723743033,182.84766858783829,191.9798851636383,stable
12,239159.0493491187,5097.713049520971,291.1565404911264,448.8141972530012,224.96931390456805,194.6317756517612,220.12125987606976,165.40292782744848,stable
13,280073.1200981201,4656.184481212312,367.29477794464924,349.78833000751143,250.96038684598898,249.0097838238649,190.78316439079975,233.84663246637206,stable
14,221472.06038150738,3945.885107861401,296.0256669558217,424.55274880499826,241.8836224120412,180.98024498921833,252.88444645539863,205.08310196389172,stable
15,223471.09299462516,11751.85386273795,403.99567255416065,574.7219005723329,280.23249110440287,167.3765337907292,213.19145906025688,181.5261094647695,stable
16,295167.6256701611,24892.146108629535,517.2153536483065,1157.9129568916717,209.60197214777716,217.01977973535494,196.48901725064883,198.9453381202121,stable
17,222483.33308910183,10206.058918224919,289.4193371647173,595.3816123261107,234.87125977530573,167.38568493590265,185.56065206878247,214.56597748886986,stable
18,201319.9790223068,12292.649568757843,376.97589488253055,936.3536955378516,193.98409468578416,223.35233957325397,216.69224110598975,240.47532468014586,stable
19,187704.32859428832,11876.325888754993,302.9029834848332,629.1041088329712,216.67758068518395,164.85800252737224,234.03303059823656,215.56057420190078,stable
20,167702.90040818835,7925.914487553138,222.30929884836456,364.43390602438257,198.04612640664752,138.99332348460376,149.57538210413355,201.0717651569289,stable
21,227226.79592017157,22605.5035281202,399.11054813462,762.7905253339334,180.17092684795747,206.94704451541705,316.5434500007381,191.22062136194359,stable
22,170278.30356367803,23742.402885234937,470.71011987010434,1117.7545636449274,197.898975992136,256.3398580992499,262.17069573638497,143.80949061867898,stable
23,111146.83695396325,11216.378857105214,221.83292795125158,601.9134602885537,199.71607157155395,201.06411275188208,215.54722749323497,219.56436048640222,stable
24,175736.67394086742,14979.385763730852,472.56368256273925,812.038934595811,199.23700082635733,198.61388981423204,214.96197706172651,192.2094192703166,stable
25,89512.40754800192,10393.528892813012,179.92489911099648,774.7354206919179,313.418905156452,177.27360761171286,262.9229239593719,294.2989025742821,stable
26,163820.64625296718,8688.341466253012,372.4269094410942,882.139231839894,197.19649384158419,227.8187368060684,220.78892122426393,247.15804058376173,stable
27,92989.88551137409,7539.035206445283,343.92383041627403,568.4427425418842,224.2558584948576,153.2224644234728,234.33288524828768,274.9858611762707,stable
28,105035.55478422524,6859.571797563818,326.8828309683719,329.57702039601145,210.87268962675768,214.62805786882723,184.08509612171173,275.9292135176903,stable
29,45495.99029746862,5951.214787991894,320.02179977068386,457.9201856878533,201.30581559957528,245.61182851789474,183.68578475984185,155.61370049747222,stable
30,177813.61148518682,13972.448931094199,416.22410450088586,762.1914591015184,210.91276600440452,173.82369219100696,143.72883876478636,171.22739465726036,stable
31,93817.56474752612,9746.254996765243,292.5892339390999,827.5477494688548,220.30311025224754,209.6176590571798,275.97597028877476,218.929419331086,stable
32,85512.11143749328,23366.131942589232,322.16757357270535,1005.0470400702695,243.0642692393744,147.13168586440364,184.14384091293965,230.5743543968817,stable
