3.56457594689522080E+9	-2.02650931000000010E-1	-1.26117740000000010E-1
3.56457594689546490E+9	-3.57541074999999990E-1	-2.34826556000000020E-1
3.56457594689570900E+9	-4.48371715000000000E-1	-3.01189496000000060E-1
3.56457594689595320E+9	-4.79923411000000020E-1	-3.40691246000000060E-1
3.56457594689619730E+9	-4.70362290999999990E-1	-3.60600128000000020E-1
3.56457594689644150E+9	-4.55701907000000020E-1	-3.75136772000000060E-1
3.56457594689668560E+9	-4.50283939000000020E-1	-3.84301178000000080E-1
3.56457594689692930E+9	-4.63988210999999980E-1	-3.84301178000000080E-1
3.56457594689717340E+9	-4.88528418999999990E-1	-3.71976632000000030E-1
3.56457594689741750E+9	-4.95539907000000000E-1	-3.47959568000000050E-1
3.56457594689766170E+9	-4.64625618999999990E-1	-3.21098378000000020E-1
3.56457594689790580E+9	-3.91323699000000020E-1	-2.86020824000000060E-1
3.56457594689815000E+9	-2.83601747000000020E-1	-2.33562500000000030E-1
3.56457594689839410E+9	-1.51658291000000000E-1	-1.65619490000000010E-1
3.56457594689863820E+9	-7.60408299999999930E-3	-7.74515840000000040E-2
3.56457594689888240E+9	1.10953805000000000E-1	1.48245040000000020E-2
3.56457594689912650E+9	1.88717581000000000E-1	9.44600320000000130E-2
3.56457594689937070E+9	2.41303741000000020E-1	1.71567448000000010E-1
3.56457594689961480E+9	2.77954701000000030E-1	2.35402276000000020E-1
3.56457594689985890E+9	3.11099917000000000E-1	3.03661300000000020E-1
3.56457594690010310E+9	3.52850141000000010E-1	3.76344520000000070E-1
3.56457594690034720E+9	4.38900220999999980E-1	4.14582214000000060E-1
3.56457594690059140E+9	5.38335868999999970E-1	4.24694662000000060E-1
3.56457594690083550E+9	5.84547948999999960E-1	4.43971516000000070E-1
3.56457594690107970E+9	5.98889628999999980E-1	4.57560118000000070E-1
3.56457594690132380E+9	5.95702589000000060E-1	4.27854802000000030E-1
3.56457594690156790E+9	5.09971213000000030E-1	3.64968016000000060E-1
3.56457594690181210E+9	3.44245132999999980E-1	2.44566682000000040E-1
3.56457594690205620E+9	1.37724940999999990E-1	9.60401020000000160E-2
3.56457594690230040E+9	-5.85967230000000030E-2	-4.23740300000000070E-2
3.56457594690254450E+9	-2.11893347000000010E-1	-1.57087112000000030E-1
3.56457594690278860E+9	-3.49892179000000030E-1	-2.40514808000000020E-1
3.56457594690303280E+9	-4.37535779000000010E-1	-3.06561734000000030E-1
3.56457594690327690E+9	-4.73230627000000010E-1	-3.52699778000000020E-1
3.56457594690352110E+9	-4.78967299000000010E-1	-3.78928940000000050E-1
3.56457594690376520E+9	-4.89803235000000000E-1	-3.89041388000000040E-1
3.56457594690400930E+9	-5.04782323000000030E-1	-3.84301178000000080E-1
3.56457594690425350E+9	-5.01595283000000000E-1	-3.81773066000000050E-1
3.56457594690449760E+9	-5.01913987000000010E-1	-3.72292646000000060E-1
3.56457594690474180E+9	-4.95221203000000000E-1	-3.53647820000000060E-1
3.56457594690498590E+9	-4.43909859000000020E-1	-3.20150336000000040E-1
3.56457594690523000E+9	-3.46705139000000000E-1	-2.72748236000000030E-1
3.56457594690547420E+9	-2.26235027000000010E-1	-2.09861450000000030E-1
3.56457594690571830E+9	-1.08314547000000000E-1	-1.27697810000000020E-1
3.56457594690596250E+9	1.18368610000000010E-2	-5.40665480000000060E-2
3.56457594690620660E+9	1.18283997000000000E-1	3.37853440000000020E-2
3.56457594690645070E+9	1.98278701000000000E-1	1.38701992000000020E-1
3.56457594690669490E+9	2.74767661000000000E-1	2.34770248000000040E-1
3.56457594690693900E+9	3.38508460999999980E-1	3.12509692000000060E-1
3.56457594690718320E+9	3.91413324999999980E-1	3.73500394000000070E-1
3.56457594690742730E+9	4.49417453000000020E-1	4.44919558000000050E-1
3.56457594690767140E+9	5.55545885000000020E-1	5.23923058000000050E-1
3.56457594690791560E+9	6.75378589000000030E-1	5.90602012000000060E-1
3.56457594690815970E+9	7.47405693000000040E-1	6.03242572000000090E-1
3.56457594690840390E+9	7.24140301000000040E-1	5.02434106000000050E-1
3.56457594690864800E+9	5.89647213000000000E-1	3.68760184000000050E-1
3.56457594690889220E+9	3.91094621000000030E-1	2.35402276000000020E-1
3.56457594690913630E+9	1.48879581000000010E-1	7.86593320000000120E-2
3.56457594690938040E+9	-1.47196435000000010E-1	-6.19668980000000060E-2
3.56457594690962460E+9	-3.76344611000000000E-1	-2.00065016000000010E-1
3.56457594690986870E+9	-5.42389395000000050E-1	-3.03085580000000020E-1
3.56457594691011290E+9	-5.87326659000000030E-1	-3.72608660000000040E-1
3.56457594691035700E+9	-5.53544035000000050E-1	-3.95361668000000050E-1
3.56457594691060110E+9	-5.00001762999999990E-1	-3.95045654000000020E-1
3.56457594691084530E+9	-4.46778194999999990E-1	-3.92517542000000050E-1
3.56457594691108940E+9	-4.51877458999999980E-1	-3.95993696000000060E-1
3.56457594691133360E+9	-4.91396755000000020E-1	-3.97257752000000070E-1
3.56457594691157770E+9	-5.43982914999999960E-1	-3.83985164000000050E-1
3.56457594691182180E+9	-5.57687186999999970E-1	-3.53331806000000030E-1
3.56457594691206600E+9	-4.96496019000000010E-1	-3.04349636000000030E-1
3.56457594691231010E+9	-3.75069794999999980E-1	-2.50627256000000020E-1
3.56457594691255430E+9	-2.10937235000000000E-1	-1.87108442000000010E-1
3.56457594691279840E+9	-3.97931870000000010E-2	-1.06208858000000020E-1
3.56457594691304250E+9	1.24658077000000010E-1	2.49995800000000000E-3
3.56457594691328670E+9	2.50546156999999990E-1	1.23849334000000020E-1
3.56457594691353080E+9	3.30859565000000020E-1	2.52151018000000060E-1
3.56457594691377500E+9	3.72928493000000030E-1	3.45691162000000050E-1
3.56457594691401910E+9	3.96831293000000030E-1	4.28486830000000040E-1
3.56457594691426320E+9	4.57703756999999990E-1	5.01486064000000060E-1
3.56457594691450740E+9	5.74349420999999970E-1	5.46992080000000100E-1
3.56457594691475150E+9	6.79203036999999950E-1	5.63108794000000020E-1
3.56457594691499570E+9	7.17128812999999980E-1	5.40039772000000080E-1
3.56457594691523980E+9	6.82708780999999990E-1	4.66724524000000080E-1
